Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Sports logo (product.metafields.shopify.sports-logo),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / ID SG MY,Price / ID SG MY,Compare At Price / ID SG MY,Status
zidane-21-patch-1999-juventus-away-special-shirt,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,0,continue,manual,80.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
zidane-21-patch-1999-juventus-away-special-shirt,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,80.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
zidane-21-patch-1999-juventus-away-special-shirt,,,,,,,,,2XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,80.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
zidane-21-patch-1999-juventus-away-special-shirt,,,,,,,,,3XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,80.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
zidane-21-patch-1999-juventus-away-special-shirt,,,,,,,,,4XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,80.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
zidane-21-patch-1999-juventus-away-special-shirt,,,,,,,,,5XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,80.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1986-derby-county-home,1986 Derby County Home,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a title=""nameset"" href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"">this link</a>
</li>
<li>Please refer our sizing to<span> </span><a title=""SIZING"" href=""https://cfjersey.com/pages/sizing"">this link</a><br>
</li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>
<ul></ul>",N/A,Uncategorized,Derby County Classic Shirts,"1980's Collection, Derby County, GF, Shirt",true,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,120.00,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_d386cdce-32d9-41d2-9fe6-e7762fcdd875.jpg?v=1786746145,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,active
1986-derby-county-home,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,0,continue,manual,120.00,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1986-derby-county-home,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,0,continue,manual,120.00,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1986-derby-county-home,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,120.00,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1986-derby-county-home,,,,,,,,,2XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,120.00,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1986-derby-county-home,,,,,,,,,3XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,120.00,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1986-derby-county-home,,,,,,,,,4XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,120.00,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1986-derby-county-home,,,,,,,,,5XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,120.00,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
packard-bell-sponsor,Packard Bell Sponsor,"<p align=""left""><strong><span><u>Material</u></span></strong></p>
<p align=""left"">DTF</p>
<p align=""left""><strong><span><u>Instruction (Using Transfer Heat Press Machine)</u>:</span></strong></p>
<p align=""left""><span>1) Place the Name Set / Patch / Badges glueside (rough side) down on the shirt in correct position.</span></p>
<p align=""left""><span>2) Temperature: 120 - 130 degrees C</span></p>
<p align=""left""><span>3) Time: 12 -15 seconds</span></p>
<p align=""left""><span>4) Pressure: Very firm</span></p>
<p align=""left""><span>5) Peel: Cold (allow to cool for at least 60 seconds before carefully peeling the backing material).</span></p>
<p align=""left""><span>6) If Patch / Badges does not fully stick, recover and press for a further 5-10 seconds.</span></p>
<p align=""left""><span>7) Do not wash shirt for 48 hours after application</span></p>
<p align=""left""><span><u>NOTE: The use of normal iron is not recommended</u></span></p>
<p align=""left""><strong><u>Any inquiry please message me for wholesale or special price for multiple or bulk purchases.</u></strong></p>",Patch & Print,Uncategorized,Patches & Print,"nameset, Patch",true,Title,Default Title,,,,,,,,,20.0,shopify,0,continue,manual,19.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_2d1f4e2a-9532-4fa4-8021-1fe66e1ca746.jpg?v=1786608690,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.00,true,,,active
juventus-special-edition-sponsorless,Juventus Special Edition Sponsorless,"<ul>
<li>
<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a><br>
</li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>
</li>
</ul>",N/A,Uncategorized,Juventus Classic Shirts,"1990's Collection, CN, GF, Juventus, Shirt",true,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_6dcfc827-080d-41b9-a1f0-710e9d9b00ff.jpg?v=1786435800,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,active
juventus-special-edition-sponsorless,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_629a490d-d087-4adc-9f22-11c3c821d668.jpg?v=1786435800,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
juventus-special-edition-sponsorless,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
juventus-special-edition-sponsorless,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
juventus-special-edition-sponsorless,,,,,,,,,2XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
juventus-special-edition-sponsorless,,,,,,,,,3XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
juventus-special-edition-sponsorless,,,,,,,,,4XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
juventus-special-edition-sponsorless,,,,,,,,,5XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
sony-sponsor,SONY Sponsor,"<p align=""left""><strong><span><u>Material</u></span></strong></p>
<p align=""left"">Velvet</p>
<p align=""left""><strong><span><u>Instruction (Using Transfer Heat Press Machine)</u>:</span></strong></p>
<p align=""left""><span>1) Place the Name Set / Patch / Badges glueside (rough side) down on the shirt in correct position.</span></p>
<p align=""left""><span>2) Temperature: 120 - 130 degrees C</span></p>
<p align=""left""><span>3) Time: 12 -15 seconds</span></p>
<p align=""left""><span>4) Pressure: Very firm</span></p>
<p align=""left""><span>5) Peel: Cold (allow to cool for at least 60 seconds before carefully peeling the backing material).</span></p>
<p align=""left""><span>6) If Patch / Badges does not fully stick, recover and press for a further 5-10 seconds.</span></p>
<p align=""left""><span>7) Do not wash shirt for 48 hours after application</span></p>
<p align=""left""><span><u>NOTE: The use of normal iron is not recommended</u></span></p>
<p align=""left""><strong><u>Any inquiry please message me for wholesale or special price for multiple or bulk purchases.</u></strong></p>",Patch & Print,Uncategorized,Patches & Print,"nameset, Patch",true,Title,Default Title,,,,,,,,,20.0,shopify,0,continue,manual,19.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_a8c6437c-4134-4d93-9974-eab5a240bf60.jpg?v=1786338525,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.00,true,,,active
zidane-juventus-nameset,Zidane Juventus Nameset,"<p align=""left""><strong><span><u>Material</u></span></strong></p>
<p align=""left"">Velvet</p>
<p align=""left""><strong><span><u>Instruction (Using Transfer Heat Press Machine)</u>:</span></strong></p>
<p align=""left""><span>1) Place the Name Set / Patch / Badges glueside (rough side) down on the shirt in correct position.</span></p>
<p align=""left""><span>2) Temperature: 120 - 130 degrees C</span></p>
<p align=""left""><span>3) Time: 12 -15 seconds</span></p>
<p align=""left""><span>4) Pressure: Very firm</span></p>
<p align=""left""><span>5) Peel: Cold (allow to cool for at least 60 seconds before carefully peeling the backing material).</span></p>
<p align=""left""><span>6) If Patch / Badges does not fully stick, recover and press for a further 5-10 seconds.</span></p>
<p align=""left""><span>7) Do not wash shirt for 48 hours after application</span></p>
<p align=""left""><span><u>NOTE: The use of normal iron is not recommended</u></span></p>
<p align=""left""><strong><u>Any inquiry please message me for wholesale or special price for multiple or bulk purchases.</u></strong></p>",Patch & Print,Uncategorized,Patches & Print,"nameset, Patch",true,Title,Default Title,,,,,,,,,20.0,shopify,0,continue,manual,19.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_2a9a540f-a7a7-4990-805f-1d2ff9a1c415.jpg?v=1786338391,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.00,true,,,active
zidane-juventus-nameset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_8fe19dd3-9f70-46cf-ae98-7466cae1e221.jpg?v=1786338391,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-derby-county-home,1985 Derby County Home,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a title=""nameset"" href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"">this link</a>
</li>
<li>Please refer our sizing to<span> </span><a title=""SIZING"" href=""https://cfjersey.com/pages/sizing"">this link</a><br>
</li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>
<ul></ul>",N/A,Uncategorized,Derby County Classic Shirts,"1980's Collection, Derby County, GF, Shirt",true,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,50.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_23344165-b741-419b-84e7-dad6f0345558.jpg?v=1786250439,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,active
1985-derby-county-home,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,0,continue,manual,50.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_7ccf2f48-1c4d-4b10-b562-95cf5cb6bd71.jpg?v=1786250439,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1985-derby-county-home,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-1,continue,manual,50.00,0.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1985-derby-county-home,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,0.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1985-derby-county-home,,,,,,,,,2XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,0.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1985-derby-county-home,,,,,,,,,3XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,0.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1985-derby-county-home,,,,,,,,,4XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,0.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1985-derby-county-home,,,,,,,,,5XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,0.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
m-rodriguez-nameset-argentina-wc-2014,M Rodriguez Nameset Argentina WC 2014,"<p align=""left""><strong><span><u>Material</u></span></strong></p>
<p align=""left"">DTF</p>
<p align=""left""><strong><span><u>Instruction (Using Transfer Heat Press Machine)</u>:</span></strong></p>
<p align=""left""><span>1) Place the Name Set / Patch / Badges glueside (rough side) down on the shirt in correct position.</span></p>
<p align=""left""><span>2) Temperature: 120 - 130 degrees C</span></p>
<p align=""left""><span>3) Time: 12 -15 seconds</span></p>
<p align=""left""><span>4) Pressure: Very firm</span></p>
<p align=""left""><span>5) Peel: Cold (allow to cool for at least 60 seconds before carefully peeling the backing material).</span></p>
<p align=""left""><span>6) If Patch / Badges does not fully stick, recover and press for a further 5-10 seconds.</span></p>
<p align=""left""><span>7) Do not wash shirt for 48 hours after application</span></p>
<p align=""left""><span><u>NOTE: The use of normal iron is not recommended</u></span></p>
<p align=""left""><strong><u>Any inquiry please message me for wholesale or special price for multiple or bulk purchases.</u></strong></p>",Patch & Print,Uncategorized,Patches & Print,"nameset, Patch",true,Title,Default Title,,,,,,,,,20.0,shopify,0,continue,manual,19.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_47d2f91a-642c-479e-b9d6-3e58c0314fcc.jpg?v=1785896301,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.00,true,,,active
m-rodriguez-nameset-argentina-wc-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_9dfa5bf3-e342-4462-9f5c-ccec9f3845a9.jpg?v=1785896301,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ronaldo-nameset-real-madrid,Ronaldo Nameset Real Madrid 2026,"<p align=""left""><strong><span><u>Material</u></span></strong></p>
<p align=""left"">DTF</p>
<p align=""left""><strong><span><u>Instruction (Using Transfer Heat Press Machine)</u>:</span></strong></p>
<p align=""left""><span>1) Place the Name Set / Patch / Badges glueside (rough side) down on the shirt in correct position.</span></p>
<p align=""left""><span>2) Temperature: 120 - 130 degrees C</span></p>
<p align=""left""><span>3) Time: 12 -15 seconds</span></p>
<p align=""left""><span>4) Pressure: Very firm</span></p>
<p align=""left""><span>5) Peel: Cold (allow to cool for at least 60 seconds before carefully peeling the backing material).</span></p>
<p align=""left""><span>6) If Patch / Badges does not fully stick, recover and press for a further 5-10 seconds.</span></p>
<p align=""left""><span>7) Do not wash shirt for 48 hours after application</span></p>
<p align=""left""><span><u>NOTE: The use of normal iron is not recommended</u></span></p>
<p align=""left""><strong><u>Any inquiry please message me for wholesale or special price for multiple or bulk purchases.</u></strong></p>",Patch & Print,Uncategorized,Patches & Print,"nameset, Patch",true,Title,Default Title,,,,,,,,,20.0,shopify,0,continue,manual,19.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_d49dd1d9-e73c-4323-af63-f87a14ff01fe.jpg?v=1785896301,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,4.00,true,,,active
ronaldo-nameset-real-madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/rn-image_picker_lib_temp_1487d2a6-246d-4380-9957-51b0b7a50256.jpg?v=1785896301,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
